asset_id,date,energy_kwh,availability_pct,avg_wind_speed_ms,irradiance_wm2,temperature_c,fault_code,fault_description
WT-028,2024-02-05,13377.6,94.5,7.8,,1.4,,
WT-028,2024-02-06,47413.6,94.8,12.2,,6.0,,
WT-028,2024-02-07,21337.6,94.3,9.0,,2.0,,
WT-028,2024-02-08,26363.9,91.5,10.0,,3.5,,
WT-028,2024-02-09,44560.4,94.4,12.4,,9.1,,
WT-028,2024-02-10,26143.5,93.2,10.1,,12.1,,
WT-028,2024-02-11,1448.7,91.0,4.6,,11.3,,
WT-028,2024-02-12,16652.5,95.1,8.3,,3.1,,
WT-028,2024-02-13,24638.4,91.0,10.0,,9.3,,
WT-028,2024-02-14,36354.4,100,11.0,,5.5,,
WT-028,2024-02-15,28286.5,94.7,9.9,,3.6,,
WT-028,2024-02-16,33303.3,98.6,10.6,,2.4,,
WT-028,2024-02-17,8011.8,94.2,6.8,,11.0,,
WT-028,2024-02-18,20570.4,98.8,8.9,,-0.9,,
WT-028,2024-02-19,42292.4,89.4,15.2,,6.1,,
WT-028,2024-02-20,43150.7,88.3,12.1,,7.2,,
WT-028,2024-02-21,19015.6,97.8,8.6,,6.4,,
WT-028,2024-02-22,40147.7,93.0,11.5,,8.7,,
WT-028,2024-02-23,40923.1,96.5,11.4,,6.5,,
WT-028,2024-02-24,15394.1,94.6,8.2,,7.7,,
WT-028,2024-02-25,28254.2,99.1,9.9,,12.9,,
WT-028,2024-02-26,25143.6,92.7,9.9,,4.6,,
WT-028,2024-02-27,34663.3,78.0,11.9,,5.3,E-5001,Transformer oil temperature warning — 85°C threshold reached
WT-028,2024-02-28,48735.6,96.4,13.7,,11.2,,
WT-028,2024-02-29,11529.5,82.1,8.6,,4.7,E-2002,Power curve deviation — output 15% below expected at reference wind speed
WT-028,2024-03-01,48886.7,97.3,12.6,,24.0,,
WT-028,2024-03-03,24521.2,79.0,10.2,,12.4,E-1003,Generator bearing vibration exceeds 8 mm/s RMS
WT-028,2024-03-04,12866.7,90.6,8.0,,12.0,,
WT-028,2024-03-05,7126.4,96.0,6.6,,19.6,,
WT-028,2024-03-06,21835.7,94.9,9.1,,5.6,,
WT-028,2024-03-07,34673.8,100,10.6,,9.3,,
WT-028,2024-03-08,41159.1,99.4,11.2,,7.8,,
WT-028,2024-03-09,45426.9,95.7,12.2,,2.9,,
WT-028,2024-03-10,25847.6,97.2,9.7,,12.9,,
WT-028,2024-03-11,7538.8,70.8,7.4,,21.0,E-1002,Rotor imbalance detected — blade pitch deviation >2°
WT-028,2024-03-12,23419.3,97.2,9.3,,5.7,,
WT-028,2024-03-13,26064.2,94.4,9.7,,4.6,,
WT-028,2024-03-14,44895.2,100,12.2,,11.7,,
WT-028,2024-03-15,12826.7,100,7.8,,19.1,,
WT-028,2024-03-16,38554.3,96.5,11.4,,12.1,,
WT-028,2024-03-17,31212.5,96.4,10.6,,12.2,,
WT-028,2024-03-18,40220.1,92.1,11.5,,9.2,,
WT-028,2024-03-19,32413.5,93.6,10.7,,9.0,,
WT-028,2024-03-20,16737.8,87.7,9.4,,9.0,E-4002,Blade pitch actuator slow response — emergency feather engaged
WT-028,2024-03-21,27543.2,92.5,10.1,,16.5,,
WT-028,2024-03-22,18668.7,93.6,8.9,,16.3,,
WT-028,2024-03-23,28070.8,99.2,9.8,,4.0,,
WT-028,2024-03-24,25938.8,94.8,9.9,,9.2,,
WT-028,2024-03-25,23846.2,96.1,9.7,,14.3,,
WT-028,2024-03-26,37057.9,96.6,10.9,,0.3,,
WT-028,2024-03-27,41524.0,97.0,11.5,,9.6,,
WT-028,2024-03-28,9505.1,94.9,7.1,,11.4,,
WT-028,2024-03-29,21528.2,92.6,9.4,,12.9,,
WT-028,2024-03-30,44332.0,88.8,12.0,,14.0,,
WT-028,2024-03-31,18833.0,77.7,9.6,,13.1,E-1003,Generator bearing vibration exceeds 8 mm/s RMS
WT-028,2024-04-01,47320.9,93.2,12.9,,17.8,,
WT-028,2024-04-02,18947.0,100,8.7,,13.9,,
WT-028,2024-04-03,18306.8,93.9,8.8,,10.9,,
WT-028,2024-04-04,22278.1,90.0,9.6,,16.1,,
WT-028,2024-04-05,24947.3,94.0,9.5,,16.8,,
WT-028,2024-04-06,23097.0,96.0,9.2,,15.4,,
WT-028,2024-04-07,22412.1,96.7,9.1,,12.3,,
WT-028,2024-04-08,17442.7,94.1,8.7,,31.2,,
WT-028,2024-04-09,12350.5,94.4,7.7,,8.6,,
WT-028,2024-04-10,2868.2,90.7,5.3,,0.9,,
WT-028,2024-04-11,14345.4,93.0,8.1,,8.6,,
WT-028,2024-04-12,6734.0,94.1,6.4,,17.7,,
WT-028,2024-04-13,37825.2,97.8,10.9,,5.5,,
WT-028,2024-04-14,25942.0,92.6,9.9,,5.4,,
WT-028,2024-04-15,18122.7,67.9,9.8,,20.2,E-5002,Main circuit breaker trip — overvoltage protection activated
WT-028,2024-04-16,22448.9,92.3,9.5,,13.5,,
WT-028,2024-04-17,6646.4,100,6.4,,15.2,,
WT-028,2024-04-18,36471.7,98.7,11.0,,24.2,,
WT-028,2024-04-19,16283.3,78.8,9.1,,11.7,E-4002,Blade pitch actuator slow response — emergency feather engaged
WT-028,2024-04-20,4159.0,91.3,5.7,,9.1,,
WT-028,2024-04-21,25728.3,89.5,9.9,,13.4,,
WT-028,2024-04-22,12426.4,100,7.6,,4.7,,
WT-028,2024-04-23,16427.2,90.1,8.7,,26.0,,
WT-028,2024-04-24,32130.7,90.4,10.6,,14.1,,
WT-028,2024-04-26,37705.1,94.3,11.3,,21.0,,
WT-028,2024-04-27,11835.2,100,7.5,,28.4,,
WT-028,2024-04-28,4656.2,92.9,5.9,,16.4,,
WT-028,2024-04-29,11177.1,95.1,7.5,,17.1,,
WT-028,2024-04-30,31439.6,67.3,12.9,,16.6,E-2002,Power curve deviation — output 15% below expected at reference wind speed
WT-028,2024-05-01,14815.3,96.6,8.1,,6.2,,
WT-028,2024-05-02,30255.5,100,10.3,,13.1,,
WT-028,2024-05-03,9159.6,94.2,7.1,,27.3,,
WT-028,2024-05-04,9346.6,89.5,7.1,,39.3,,
WT-028,2024-05-05,14612.8,96.7,7.9,,33.0,,
WT-028,2024-05-06,8472.9,98.6,6.7,,13.0,,
WT-028,2024-05-07,37312.1,97.2,11.0,,18.7,,
WT-028,2024-05-08,4699.7,98.6,5.8,,20.2,,
WT-028,2024-05-09,40319.3,99.1,11.2,,1.7,,
WT-028,2024-05-10,5874.0,92.6,6.3,,20.2,,
WT-028,2024-05-11,22256.0,85.2,10.3,,32.5,E-5002,Main circuit breaker trip — overvoltage protection activated
WT-028,2024-05-12,18852.6,96.5,8.8,,18.9,,
WT-028,2024-05-13,7892.1,94.1,6.8,,19.1,,
WT-028,2024-05-14,14678.7,93.3,8.1,,13.9,,
WT-028,2024-05-15,5748.3,93.9,6.2,,18.5,,
WT-028,2024-05-16,10943.6,91.5,7.6,,14.0,,
WT-028,2024-05-17,1995.8,93.2,4.9,,13.1,,
WT-028,2024-05-18,43342.6,91.7,12.1,,24.2,,
WT-028,2024-05-19,13424.9,93.4,8.1,,19.6,,
WT-028,2024-05-20,25942.5,94.8,9.9,,7.6,,
WT-028,2024-05-21,5140.7,96.5,6.1,,5.3,,
WT-028,2024-05-22,14522.0,95.3,8.1,,4.2,,
WT-028,2024-05-23,5328.1,91.6,6.1,,7.5,,
WT-028,2024-05-24,7895.9,92.2,6.8,,14.6,,
WT-028,2024-05-25,23060.3,93.9,9.4,,31.6,,
WT-028,2024-05-26,9945.9,96.2,7.2,,9.5,,
WT-028,2024-05-27,9873.9,94.7,7.3,,4.8,,
WT-028,2024-05-28,28073.3,100,10.0,,11.1,,
WT-028,2024-05-29,0,100,1.7,,23.3,,
WT-028,2024-05-30,9828.7,98.9,7.2,,32.1,,
WT-028,2024-05-31,28752.6,94.2,10.3,,12.9,,
WT-028,2024-06-01,5150.7,96.1,6.0,,34.8,,
WT-028,2024-06-02,5004.2,93.9,6.0,,11.0,,
WT-028,2024-06-03,6341.2,93.1,6.5,,34.0,,
WT-028,2024-06-04,281.9,92.3,3.7,,11.7,,
WT-028,2024-06-05,22559.1,91.9,9.5,,2.7,,
WT-028,2024-06-06,6419.5,94.9,6.3,,8.9,,
WT-028,2024-06-07,24409.0,95.0,9.7,,3.6,,
WT-028,2024-06-08,8100.0,98.5,6.8,,9.9,,
WT-028,2024-06-09,8037.6,90.6,6.8,,41.2,,
WT-028,2024-06-10,26565.4,100,9.7,,8.7,,
WT-028,2024-06-11,9905.1,98.0,7.1,,24.7,,
WT-028,2024-06-12,199.3,100,3.6,,14.9,,
WT-028,2024-06-13,13646.7,98.2,8.0,,10.7,,
WT-028,2024-06-14,8366.5,97.1,6.9,,-1.3,,
WT-028,2024-06-15,1892.1,94.4,4.8,,13.3,,
WT-028,2024-06-16,8747.5,80.0,7.9,,20.6,E-5002,Main circuit breaker trip — overvoltage protection activated
WT-028,2024-06-17,6008.9,98.2,6.3,,24.4,,
WT-028,2024-06-18,0,96.7,2.7,,35.2,,
WT-028,2024-06-19,1844.9,71.8,5.1,,14.9,E-1003,Generator bearing vibration exceeds 8 mm/s RMS
WT-028,2024-06-20,9102.3,81.2,7.6,,43.7,E-1001,Gearbox overheating — coolant flow below threshold
WT-028,2024-06-21,4421.2,94.7,5.9,,15.1,,
WT-028,2024-06-22,18936.5,100,8.8,,8.1,,
WT-028,2024-06-23,13258.9,96.2,7.9,,34.1,,
WT-028,2024-06-24,10057.3,97.4,7.3,,28.2,,
WT-028,2024-06-25,11540.0,92.1,7.5,,26.4,,
WT-028,2024-06-26,14611.9,96.9,8.1,,8.6,,
WT-028,2024-06-27,5656.4,94.0,6.2,,27.3,,
WT-028,2024-06-28,7206.8,99.9,6.5,,33.8,,
WT-028,2024-06-30,9958.7,91.4,7.2,,37.1,,
WT-029,2024-01-01,7784.4,95.3,7.3,,4.4,,
WT-029,2024-01-02,19162.1,94.5,9.6,,4.3,,
WT-029,2024-01-03,28277.3,86.3,11.4,,6.8,,
WT-029,2024-01-04,6757.4,95.6,6.9,,10.1,,
WT-029,2024-01-05,10264.3,86.2,7.9,,2.4,,
WT-029,2024-01-06,24446.8,94.4,10.6,,7.3,,
WT-029,2024-01-07,17346.7,98.5,9.2,,5.6,,
WT-029,2024-01-08,2917.4,84.1,5.9,,1.4,E-1002,Rotor imbalance detected — blade pitch deviation >2°
WT-029,2024-01-09,13536.3,90.7,8.8,,5.2,,
WT-029,2024-01-10,21408.8,95.9,10.0,,0.5,,
WT-029,2024-01-11,35292.6,95.2,11.7,,5.0,,
WT-029,2024-01-12,11311.3,91.1,8.2,,3.7,,
WT-029,2024-01-13,21122.6,100,9.9,,4.7,,
WT-029,2024-01-14,13830.0,94.9,8.7,,2.2,,
WT-029,2024-01-15,24796.9,93.5,10.3,,6.8,,
WT-029,2024-01-16,11794.6,97.5,8.2,,0.8,,
WT-029,2024-01-17,10183.5,98.1,7.7,,3.2,,
WT-029,2024-01-18,13272.6,97.5,8.3,,4.9,,
WT-029,2024-01-19,9553.1,85.6,7.8,,4.4,,
WT-029,2024-01-20,2212.2,91.5,5.3,,3.1,,
WT-029,2024-01-21,25164.5,100,10.4,,1.7,,
WT-029,2024-01-22,19262.8,93.9,9.5,,8.6,,
WT-029,2024-01-23,29479.1,94.9,11.3,,5.3,,
WT-029,2024-01-24,7540.9,99.1,6.9,,6.1,,
WT-029,2024-01-25,10230.4,93.4,7.7,,-0.9,,
WT-029,2024-01-26,22576.2,97.1,10.2,,4.9,,
WT-029,2024-01-27,26791.2,95.3,10.5,,3.5,,
WT-029,2024-01-28,9697.6,69.0,8.0,,8.0,E-1002,Rotor imbalance detected — blade pitch deviation >2°
WT-029,2024-01-29,24793.4,100,10.2,,8.0,,
WT-029,2024-01-30,22101.3,98.6,10.1,,7.1,,
WT-029,2024-01-31,12480.7,90.2,8.4,,2.1,,
WT-029,2024-02-01,35543.5,88.7,12.9,,8.4,,
WT-029,2024-02-02,14438.0,91.6,8.7,,-1.2,,
WT-029,2024-02-03,19196.1,90.4,9.6,,9.2,,
WT-029,2024-02-04,35209.9,95.7,12.0,,4.6,,
WT-029,2024-02-05,36230.3,90.8,12.2,,-4.1,,
WT-029,2024-02-06,30720.9,88.8,11.3,,4.8,,
WT-029,2024-02-07,29803.3,99.7,10.8,,4.4,,
WT-029,2024-02-08,11603.1,92.9,8.3,,4.2,,
WT-029,2024-02-09,31379.9,94.4,11.4,,2.8,,
WT-029,2024-02-10,25679.3,96.3,10.4,,6.4,,
WT-029,2024-02-11,36818.8,92.4,11.9,,4.4,,
WT-029,2024-02-12,34820.3,93.3,12.5,,3.1,,
WT-029,2024-02-13,11305.7,79.3,9.3,,4.3,E-1002,Rotor imbalance detected — blade pitch deviation >2°
WT-029,2024-02-14,20168.2,100,9.7,,3.4,,
WT-029,2024-02-15,31171.4,99.5,11.3,,5.5,,
WT-029,2024-02-16,14405.4,93.1,8.7,,5.7,,
WT-029,2024-02-17,19078.2,89.3,9.6,,6.1,,
WT-029,2024-02-18,24733.6,93.2,10.4,,11.6,,
WT-029,2024-02-19,23617.5,91.0,10.6,,7.0,,
WT-029,2024-02-20,7737.8,92.2,7.3,,6.7,,
WT-029,2024-02-21,14144.7,95.6,8.7,,4.7,,
WT-029,2024-02-22,3403.7,98.2,5.8,,6.9,,
WT-029,2024-02-23,34654.6,88.8,12.7,,9.4,,
WT-029,2024-02-24,6720.5,95.6,6.8,,7.7,,
WT-029,2024-02-25,7982.7,99.5,7.2,,3.8,,
WT-029,2024-02-26,15786.9,89.8,9.8,,5.1,E-1003,Generator bearing vibration exceeds 8 mm/s RMS
WT-029,2024-02-27,9854.1,94.9,7.6,,7.7,,
WT-029,2024-02-28,10966.4,98.6,7.7,,8.8,,
WT-029,2024-02-29,36832.5,92.2,12.3,,8.8,,
WT-029,2024-03-02,18111.7,95.6,9.3,,8.5,,
WT-029,2024-03-03,37675.0,94.8,12.9,,12.4,,
WT-029,2024-03-04,31964.0,90.3,11.6,,9.6,,
WT-029,2024-03-05,27272.4,100,10.8,,19.1,,
WT-029,2024-03-06,5990.9,93.6,6.7,,15.9,,
WT-029,2024-03-07,10098.2,95.6,7.7,,-1.3,,
WT-029,2024-03-08,14168.9,98.9,8.4,,11.5,,
WT-029,2024-03-09,15908.8,97.2,8.9,,10.6,,
WT-029,2024-03-10,33569.4,90.2,12.1,,17.6,,
WT-029,2024-03-11,12419.8,100,8.2,,5.3,,
WT-029,2024-03-13,26454.2,96.8,10.5,,11.9,,
WT-029,2024-03-14,6477.5,95.0,6.8,,14.4,,
WT-029,2024-03-15,18978.7,97.9,9.5,,8.3,,
WT-029,2024-03-16,17270.8,71.8,9.9,,20.6,E-1001,Gearbox overheating — coolant flow below threshold
WT-029,2024-03-17,3457.7,92.1,5.9,,-7.3,,
WT-029,2024-03-18,35130.0,94.3,11.8,,11.7,,
WT-029,2024-03-19,25896.4,95.0,10.7,,13.8,,
WT-029,2024-03-20,25785.0,97.6,10.6,,7.0,,
WT-029,2024-03-21,28422.4,94.1,11.2,,10.5,,
WT-029,2024-03-22,29571.6,99.2,10.7,,10.3,,
WT-029,2024-03-23,14015.8,98.3,8.4,,8.6,,
WT-029,2024-03-24,22832.8,92.2,10.4,,14.3,,
WT-029,2024-03-25,16531.2,92.0,9.3,,16.2,,
WT-029,2024-03-26,27276.9,93.8,10.8,,7.1,,
WT-029,2024-03-27,17198.0,97.8,9.0,,11.2,,
WT-029,2024-03-28,36558.5,98.8,11.8,,5.5,,
WT-029,2024-03-29,17531.8,95.3,9.4,,14.4,,
WT-029,2024-03-30,38756.7,96.1,12.1,,10.3,,
WT-029,2024-03-31,790.8,98.8,4.3,,4.2,,
WT-029,2024-04-01,12463.3,94.3,8.4,,9.8,,
WT-029,2024-04-02,8974.2,91.7,7.5,,32.7,,
WT-029,2024-04-03,7122.6,94.3,7.1,,25.3,,
WT-029,2024-04-04,18059.6,89.7,9.5,,17.5,,
WT-029,2024-04-05,15110.1,96.8,8.8,,10.2,,
WT-029,2024-04-06,30159.9,100,11.1,,-4.0,,
WT-029,2024-04-07,9286.0,98.4,7.4,,24.3,,
WT-029,2024-04-08,3474.2,99.1,5.7,,18.7,,
WT-029,2024-04-09,15572.9,100,8.6,,6.0,,
WT-029,2024-04-10,11651.6,95.4,8.1,,8.8,,
WT-029,2024-04-11,22766.8,98.5,9.8,,37.8,,
WT-029,2024-04-12,2961.6,95.2,5.5,,9.5,,
WT-029,2024-04-13,858.9,92.7,4.4,,-2.2,,
WT-029,2024-04-14,7171.0,96.0,6.9,,15.4,,
WT-029,2024-04-15,8832.8,91.3,8.1,,17.2,E-5001,Transformer oil temperature warning — 85°C threshold reached
WT-029,2024-04-16,15395.5,93.2,9.0,,8.0,,
WT-029,2024-04-17,17807.1,92.8,9.3,,5.5,,
WT-029,2024-04-18,25396.3,90.1,10.5,,12.5,,
WT-029,2024-04-19,8328.8,96.0,7.2,,25.5,,
WT-029,2024-04-20,1429.1,91.5,4.8,,25.0,,
WT-029,2024-04-21,11342.3,92.5,8.1,,6.2,,
WT-029,2024-04-22,12332.7,100,8.2,,21.3,,
WT-029,2024-04-23,8171.1,92.5,7.4,,9.0,,
WT-029,2024-04-24,8883.7,90.7,7.5,,9.9,,
WT-029,2024-04-25,7924.3,95.4,7.2,,14.3,,
WT-029,2024-04-26,6336.8,95.1,6.7,,0.9,,
WT-029,2024-04-27,9157.1,90.7,7.5,,8.8,,
WT-029,2024-04-28,8217.7,97.5,7.1,,16.2,,
WT-029,2024-04-30,17680.2,93.8,9.2,,12.5,,
WT-029,2024-05-01,2589.1,99.5,5.4,,11.8,,
WT-029,2024-05-02,16003.7,97.5,8.8,,3.6,,
WT-029,2024-05-03,18018.7,97.1,9.2,,3.9,,
WT-029,2024-05-04,29813.6,98.6,11.1,,19.9,,
WT-029,2024-05-05,16236.0,76.5,10.5,,18.9,E-4001,Yaw system fault — nacelle heading error >10°
WT-029,2024-05-06,565.0,87.1,4.2,,18.7,,
WT-029,2024-05-07,15663.9,92.0,9.0,,25.9,,
WT-029,2024-05-08,302.9,97.8,3.8,,42.8,,
WT-029,2024-05-09,18191.9,97.7,9.3,,34.2,,
WT-029,2024-05-10,1503.4,92.7,4.8,,15.0,,
WT-029,2024-05-11,4278.6,89.7,6.1,,23.2,,
WT-029,2024-05-12,7502.5,93.1,7.2,,30.7,,
WT-029,2024-05-13,10220.0,96.5,7.7,,25.6,,
WT-029,2024-05-14,7524.9,99.1,7.1,,17.9,,
WT-029,2024-05-15,6682.9,80.8,7.3,,30.1,E-2001,SCADA communication timeout — data gap logged
WT-029,2024-05-16,3110.9,100,5.6,,20.1,,
WT-029,2024-05-17,2473.1,88.0,5.5,,9.3,,
WT-029,2024-05-18,9203.2,95.9,7.5,,19.9,,
WT-029,2024-05-19,3886.7,92.0,6.0,,20.0,,
WT-029,2024-05-20,3379.0,83.8,6.2,,10.8,E-1003,Generator bearing vibration exceeds 8 mm/s RMS
WT-029,2024-05-21,4085.0,66.2,6.7,,16.3,E-4001,Yaw system fault — nacelle heading error >10°
WT-029,2024-05-22,12725.4,95.1,8.5,,17.7,,
WT-029,2024-05-23,9796.9,85.2,7.7,,9.7,E-5001,Transformer oil temperature warning — 85°C threshold reached
WT-029,2024-05-24,12136.5,96.8,8.0,,23.6,,
WT-029,2024-05-25,7009.2,93.3,7.1,,5.2,,
WT-029,2024-05-26,21485.6,90.2,9.9,,7.9,,
WT-029,2024-05-27,24931.1,91.4,10.6,,7.2,,
WT-029,2024-05-28,9369.1,91.1,7.8,,18.2,,
WT-029,2024-05-29,36787.1,99.7,12.1,,4.0,,
WT-029,2024-05-30,12255.5,94.0,8.3,,18.6,,
WT-029,2024-05-31,8377.0,91.4,7.4,,25.3,,
WT-029,2024-06-01,290.5,95.3,3.8,,27.2,,
WT-029,2024-06-02,18327.6,94.2,9.3,,20.8,,
WT-029,2024-06-03,3354.1,92.7,5.8,,32.7,,
WT-029,2024-06-04,39.6,92.5,3.3,,13.1,,
WT-029,2024-06-05,17247.6,100,9.0,,7.9,,
WT-029,2024-06-06,111.5,96.7,3.5,,33.5,,
WT-029,2024-06-07,6923.3,95.4,6.8,,20.3,,
WT-029,2024-06-08,11344.0,96.5,8.0,,17.0,,
WT-029,2024-06-09,2293.0,93.7,5.3,,11.0,,
WT-029,2024-06-10,3235.6,100,5.7,,22.8,,
WT-029,2024-06-11,0,89.8,1.9,,26.4,,
WT-029,2024-06-12,0,91.2,2.9,,26.5,,
WT-029,2024-06-13,3426.5,100,5.7,,12.2,,
WT-029,2024-06-14,6336.8,94.7,6.7,,13.7,,
WT-029,2024-06-15,19775.6,96.6,9.5,,32.2,,
WT-029,2024-06-16,1459.9,88.1,4.9,,23.7,,
WT-029,2024-06-17,4437.8,91.4,6.2,,27.4,,
WT-029,2024-06-18,8412.9,94.5,7.4,,35.1,,
WT-029,2024-06-19,0,73.9,1.8,,17.2,E-1002,Rotor imbalance detected — blade pitch deviation >2°
WT-029,2024-06-21,1570.9,100,4.8,,16.6,,
WT-029,2024-06-22,2322.5,99.4,5.2,,38.7,,
WT-029,2024-06-23,1176.3,92.4,4.6,,3.4,,
WT-029,2024-06-24,689.0,95.4,4.2,,11.9,,
WT-029,2024-06-25,171.7,96.1,3.6,,5.0,,
WT-029,2024-06-26,4731.8,92.4,6.4,,16.8,,
WT-029,2024-06-27,15359.8,92.7,9.1,,0.6,,
WT-029,2024-06-28,4342.1,97.4,6.1,,26.1,,
WT-029,2024-06-29,2362.2,94.9,5.3,,-0.2,,
WT-029,2024-06-30,442.1,94.0,4.0,,47.3,,
WT-030,2024-01-01,20523.0,97.7,8.3,,3.2,,
WT-030,2024-01-02,53838.5,93.3,14.6,,8.3,,
WT-030,2024-01-03,30885.5,96.3,9.7,,6.5,,
WT-030,2024-01-04,33150.6,96.9,9.9,,5.9,,
WT-030,2024-01-05,12412.5,97.7,7.3,,11.9,,
WT-030,2024-01-06,38420.0,94.2,10.3,,7.4,,
WT-030,2024-01-07,44651.8,94.8,10.9,,7.3,,
WT-030,2024-01-08,11327.6,93.4,7.1,,6.4,,
WT-030,2024-01-09,30100.3,90.5,9.7,,5.4,,
WT-030,2024-01-10,37665.2,94.0,10.5,,11.5,,
WT-030,2024-01-11,43110.2,92.0,11.2,,0.6,,
WT-030,2024-01-12,25688.9,100,8.9,,9.5,,
WT-030,2024-01-13,54147.9,96.2,13.0,,3.8,,
WT-030,2024-01-14,46442.3,97.2,11.0,,6.3,,
WT-030,2024-01-15,15702.3,91.7,8.0,,11.3,,
WT-030,2024-01-16,35031.0,94.1,10.1,,1.9,,
WT-030,2024-01-17,17598.6,95.7,8.1,,6.3,,
WT-030,2024-01-18,15774.2,93.9,7.8,,2.1,,
WT-030,2024-01-19,28693.2,98.4,9.2,,5.7,,
WT-030,2024-01-20,45264.2,91.8,11.2,,6.9,,
WT-030,2024-01-21,25691.8,98.6,8.8,,4.2,,
WT-030,2024-01-22,16372.7,92.6,7.8,,6.1,,
WT-030,2024-01-23,21276.3,92.6,8.5,,7.1,,
WT-030,2024-01-24,31618.9,94.9,9.6,,9.2,,
WT-030,2024-01-25,23057.5,90.3,9.1,,5.6,,
WT-030,2024-01-26,24176.8,97.5,8.7,,5.4,,
WT-030,2024-01-27,21593.6,95.7,8.4,,0.8,,
WT-030,2024-01-28,55114.0,94.5,13.1,,7.2,,
WT-030,2024-01-29,59506.6,97.4,12.9,,11.1,,
WT-030,2024-01-30,22472.7,88.3,9.0,,1.3,,
WT-030,2024-01-31,15501.1,93.8,7.7,,5.7,,
WT-030,2024-02-01,38690.1,94.7,10.6,,10.7,,
WT-030,2024-02-02,19238.4,87.9,8.4,,4.1,,
WT-030,2024-02-03,46434.1,92.8,11.5,,7.5,,
WT-030,2024-02-04,24829.8,89.9,9.3,,6.1,,
WT-030,2024-02-05,11853.5,91.9,7.3,,-0.8,,
WT-030,2024-02-06,52531.9,89.1,12.6,,9.9,,
WT-030,2024-02-07,41835.8,95.3,11.0,,3.6,,
WT-030,2024-02-08,25922.1,93.6,9.3,,3.4,,
WT-030,2024-02-09,47693.4,90.1,11.4,,14.0,,
WT-030,2024-02-10,28352.0,94.4,9.3,,5.3,,
WT-030,2024-02-11,60241.8,99.0,12.5,,5.2,,
WT-030,2024-02-12,51954.5,92.6,11.6,,8.9,,
WT-030,2024-02-13,58483.7,97.1,12.3,,5.2,,
WT-030,2024-02-14,36900.0,89.6,10.5,,7.6,,
WT-030,2024-02-15,51263.3,96.5,11.8,,3.6,,
WT-030,2024-02-17,42043.9,97.3,10.5,,0.1,,
WT-030,2024-02-18,7265.9,98.7,6.2,,2.8,,
WT-030,2024-02-19,36789.2,99.0,10.2,,4.9,,
WT-030,2024-02-20,43516.7,99.5,10.9,,6.9,,
WT-030,2024-02-21,19043.0,91.1,8.4,,4.1,,
WT-030,2024-02-22,36612.3,96.2,10.0,,4.3,,
WT-030,2024-02-23,41173.8,93.2,11.0,,5.4,,
WT-030,2024-02-24,50797.2,93.5,11.4,,2.9,,
WT-030,2024-02-25,33175.8,94.5,10.1,,6.0,,
WT-030,2024-02-26,31408.5,97.1,9.6,,11.1,,
WT-030,2024-02-27,32020.4,90.7,9.8,,10.2,,
WT-030,2024-02-28,29915.3,93.6,9.5,,2.0,,
WT-030,2024-02-29,46097.2,89.1,11.2,,10.4,,
WT-030,2024-03-01,16933.4,91.3,8.0,,11.3,,
WT-030,2024-03-02,37567.4,91.0,10.5,,12.9,,
WT-030,2024-03-03,4621.7,97.9,5.6,,11.9,,
WT-030,2024-03-04,51329.6,92.3,13.8,,2.8,,
WT-030,2024-03-05,25775.5,93.8,9.2,,3.7,,
WT-030,2024-03-06,49437.2,95.1,11.3,,9.3,,
WT-030,2024-03-07,34022.4,96.2,10.0,,13.6,,
WT-030,2024-03-08,13163.6,96.4,7.2,,19.6,,
WT-030,2024-03-09,62417.0,100,12.1,,12.2,,
WT-030,2024-03-10,11111.6,88.4,7.1,,5.2,,
WT-030,2024-03-11,4048.7,91.1,5.4,,15.2,,
WT-030,2024-03-12,16937.6,93.7,8.0,,19.6,,
WT-030,2024-03-13,6715.7,95.0,6.1,,11.3,,
WT-030,2024-03-14,21439.8,90.8,8.6,,15.5,,
WT-030,2024-03-15,10880.2,93.9,7.1,,13.9,,
WT-030,2024-03-16,8328.5,88.5,6.6,,13.2,,
WT-030,2024-03-17,44580.9,91.4,11.2,,4.0,,
WT-030,2024-03-18,24852.8,95.3,8.8,,9.1,,
WT-030,2024-03-19,42523.7,94.5,10.8,,18.2,,
WT-030,2024-03-20,24615.2,78.7,9.4,,5.5,E-1001,Gearbox overheating — coolant flow below threshold
WT-030,2024-03-21,25790.7,98.8,9.0,,12.6,,
WT-030,2024-03-22,58740.8,94.3,13.7,,10.9,,
WT-030,2024-03-23,36823.6,100,9.9,,7.7,,
WT-030,2024-03-24,52569.3,93.6,12.8,,2.0,,
WT-030,2024-03-25,53513.0,96.5,12.6,,13.3,,
WT-030,2024-03-26,10375.5,94.8,6.8,,12.9,,
WT-030,2024-03-27,35701.9,95.5,10.4,,4.4,,
WT-030,2024-03-28,59281.4,95.0,13.5,,11.3,,
WT-030,2024-03-29,19919.0,95.8,8.2,,9.4,,
WT-030,2024-03-30,54906.2,94.0,13.1,,8.2,,
WT-030,2024-03-31,23476.3,97.5,8.6,,8.1,,
WT-030,2024-04-01,31569.0,63.7,11.0,,23.3,E-1001,Gearbox overheating — coolant flow below threshold
WT-030,2024-04-02,24903.5,98.0,9.0,,1.7,,
WT-030,2024-04-03,24471.6,89.4,9.3,,20.2,,
WT-030,2024-04-04,10127.2,96.5,6.9,,23.7,,
WT-030,2024-04-05,33280.4,93.5,9.8,,9.0,,
